Raw Data - Per capita growth rate,,,,,,,,,,
,residents,,,,,,,,,
invaders,Cg,Cp,Lc,Lw ,Mc ,Nv,Pe,Sc,Tw,Vm
Cg,5.94924861020747,3.60139816832694,2.6753238777132,28.1259828499544,58.345068797842,26.1720295776925,7.63692034071968,11.9812235754064,37.3104202371646,26.0059646562563
Cp,22.8008701188455,9.21376134669116,26.521452924158,418.43704429522,390.452592374728,161.014844348395,238.765098703253,143.606542372118,592.249431202346,203.692960689002
Lc,127.924915204894,44.5133464431127,5.77710930661674,138.024066534491,214.307227840641,50.9128168655017,30.5395137118453,72.7899503458205,115.087424159602,86.6793570622493
Lw ,1.92079700333978,3.1558532168405,7.17458737019818,4.90075419026393,8.48998454486387,3.23858789412968,12.7255352117215,2.98153727344421,26.3723558103104,20.9184054856683
Mc ,0.067282228639724,0.481734978374489,0.067323003169556,3.13038903543302,3.19454122647892,0.358298792387242,0.559312110635874,0.403886190335168,1.73261231231088,1.770771316894
Nv,0.156382655399941,3.67405165668949,3.6580926769544,4.8466188294758,7.13162711417294,1.03919385799575,7.07289493414298,1.60765593806674,6.11665791634232,3.2206015597174
Pe,23.0478596190354,18.8393697179161,11.2547885769595,100.47107758941,90.0072910412397,36.2896910586027,26.0438449968049,22.0233331396092,143.576702008486,24.5231092497807
Sc,5.7564826281396,28.8530823953811,22.0439186443993,204.125246994443,225.541019686247,182.003228989765,35.5394300990406,13.8198784646423,127.411558848279,51.0730536352273
Tw,1.11666605185615,1.25087961484815,1.61412284298611,0.782618352196418,3.74137317051378,2.03002774870954,1.05197078275192,2.05619796162185,3.42341589937321,1.67654000990745
Vm,25.1142987963023,36.7758742774619,10.5504654775477,149.085528705419,162.770887819067,39.7635516273687,71.1771231361178,64.1276919826234,262.824203197759,21.7062785616751
,,,,,,,,,,
,,,,,,,,,,
Relative Yield,,,,,,,,,,
,residents,,,,,,,,,
invaders,Cg,Cp,Lc,Lw ,Mc ,Nv,Pe,Sc,Tw,Vm
Cg,1,0.605353449534418,0.449691053946375,4.72765296809029,9.80713239949932,4.39921598381141,1.28367813165793,2.01390534509678,6.27145084727994,4.37130238794129
Cp,2.47465386403065,1,2.87846102435487,45.414356694347,42.3771115490144,17.4754737278081,25.9139660469932,15.5860931240302,64.2787900529933,22.1074708823615
Lc,22.1434126334388,7.70512449749392,1,23.891544924796,37.0959274727911,8.81285330834736,5.286296673817,12.5997183855344,19.9212820896063,15.0039323235536
Lw ,0.39193906259484,0.643952562058728,1.46397617420836,1,1.73238326495348,0.660834591656038,2.59664833567916,0.608383354416647,5.38128516274148,4.26840536650987
Mc ,0.021061624774799,0.150799424462418,0.021074388588737,0.979918183395426,1,0.112159702124792,0.175083704038579,0.126430107393023,0.542366552652256,0.554311618274457
Nv,0.150484583984695,3.53548245923575,3.52012538258224,4.6638255145419,6.86265325694614,1,6.80613619848003,1.54702217078858,5.8859642686296,3.09913452137684
Pe,0.884963784028928,0.723371288695174,0.432147733114684,3.85776668543896,3.45599088968168,1.39340758106396,1,0.84562525780318,5.51288421606332,0.941608631628287
Sc,0.416536414764239,2.0877956683339,1.59508773545281,14.7704082576913,16.3200436431686,13.1696692887289,2.57161668895766,1,9.2194413412721,3.69562248799048
Tw,0.326184747830549,0.365389322132077,0.471494814077845,0.228607442157322,1.09287719648635,0.592983093021566,0.307286877689772,0.600627566752353,1,0.489727237118459
Vm,1.15700619638433,1.69425054474302,0.486055932967511,6.86831362095605,7.49879291176415,1.83189170425444,3.27910299934089,2.954338386491,12.1082111081816,1
,,,,,,,,,,
,,,,,,,,,,
Wins and Losses as binary,,,,,,,,,,
1 indicates that row species outcompetes column species, 0 indicates its loss,,,,,,,,,,
,residents,,,,,,,,,
invaders,Cg,Cp,Lc,Lw ,Mc ,Nv,Pe,Sc,Tw,Vm
Cg,,0,0,1,1,1,1,1,1,1*
Cp,1,,0,1,1,1*,1,1*,1,1*
Lc,1,1*,,1*,1,1*,1,1*,1,1
Lw ,0,0,0,,1,0,0,0,1,0
Mc ,0,0,0,0,,0,0,0,0,0
Nv,0,0,0,1,1,,1*,0,1,1*
Pe,0,0,0,1*,1,0,,0,1,0
Sc,0,0,0,1,1,1*,1,,1,1*
Tw,0,0,0,0,1,0,0,0,,0
Vm,0,0,0,1*,1,0,1,0,1,
,,,,,,,,,,
,,,,,,,,,,
*each species grows better with its competitor (coexistence), but one species grows even better (the 1),,,,,,,,,,
**each species grows better by itself (alternative stable state), but one species grows less worse in mixture (the 1),,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Abundances in mixture plots established in the field (but only for three growing seasons),,,,,,,,,,
,Proportion of total seed mass,,,,,,,,,
Cg,0.01289732069702,,,,,,,,,
Cp,0.231084534604673,,,,,,,,,
Lc,0.113692989837017,,,,,,,,,
Lw ,0.008508464851499,,,,,,,,,
Mc ,0.000147374218269,,,,,,,,,
Nv,0.00492253884316,,,,,,,,,
Pe,0.311421034801367,,,,,,,,,
Sc,0.195019958133823,,,,,,,,,
Tw,0.00511796491445,,,,,,,,,
Vm,0.117187819098723,,,,,,,,,
